countryId,countryName,scopeId,scopeName,groupLabel,itemLabel,areaId,areaName,areaDisplayName,areaGeojsonUrl,areaDataset,areaWhereField,areaBoundaryCode,divisionId,divisionName,divisionDisplayName,divisionGeojsonUrl,divisionDataset,divisionWhereField,divisionBoundaryCode,directoryPath,memberName,memberParty,memberParliament,memberChamber,memberEmail,memberPhone,electorateOfficeAddress,website,notes
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,groom,Groom,Groom,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27314%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,314,/australia/federal/qld/groom,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,herbert,Herbert,Herbert,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27315%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,315,/australia/federal/qld/herbert,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,hinkler,Hinkler,Hinkler,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27316%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,316,/australia/federal/qld/hinkler,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,kennedy,Kennedy,Kennedy,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27317%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,317,/australia/federal/qld/kennedy,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,leichhardt,Leichhardt,Leichhardt,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27318%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,318,/australia/federal/qld/leichhardt,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,lilley,Lilley,Lilley,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27319%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,319,/australia/federal/qld/lilley,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,longman,Longman,Longman,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27320%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,320,/australia/federal/qld/longman,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,maranoa,Maranoa,Maranoa,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27321%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,321,/australia/federal/qld/maranoa,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,mcpherson,McPherson,McPherson,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27322%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,322,/australia/federal/qld/mcpherson,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,moncrieff,Moncrieff,Moncrieff,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27323%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,323,/australia/federal/qld/moncrieff,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,moreton,Moreton,Moreton,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27324%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,324,/australia/federal/qld/moreton,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,oxley,Oxley,Oxley,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27325%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,325,/australia/federal/qld/oxley,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,petrie,Petrie,Petrie,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27326%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,326,/australia/federal/qld/petrie,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,rankin,Rankin,Rankin,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27327%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,327,/australia/federal/qld/rankin,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,ryan,Ryan,Ryan,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27328%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,328,/australia/federal/qld/ryan,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,wide-bay,Wide Bay,Wide Bay,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27329%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,329,/australia/federal/qld/wide-bay,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,qld,Queensland,Queensland,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%273%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,3,wright,Wright,Wright,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27330%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,330,/australia/federal/qld/wright,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,adelaide,Adelaide,Adelaide,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27401%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,401,/australia/federal/sa/adelaide,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,barker,Barker,Barker,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27402%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,402,/australia/federal/sa/barker,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,boothby,Boothby,Boothby,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27403%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,403,/australia/federal/sa/boothby,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,grey,Grey,Grey,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27404%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,404,/australia/federal/sa/grey,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,hindmarsh,Hindmarsh,Hindmarsh,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27405%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,405,/australia/federal/sa/hindmarsh,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,kingston,Kingston,Kingston,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27406%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,406,/australia/federal/sa/kingston,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,makin,Makin,Makin,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27407%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,407,/australia/federal/sa/makin,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,mayo,Mayo,Mayo,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27408%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,408,/australia/federal/sa/mayo,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,spence,Spence,Spence,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27409%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,409,/australia/federal/sa/spence,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,sa,South Australia,South Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%274%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,4,sturt,Sturt,Sturt,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27410%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,410,/australia/federal/sa/sturt,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,brand,Brand,Brand,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27501%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,501,/australia/federal/wa/brand,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,bullwinkel,Bullwinkel,Bullwinkel,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27502%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,502,/australia/federal/wa/bullwinkel,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,burt,Burt,Burt,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27503%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,503,/australia/federal/wa/burt,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,canning,Canning,Canning,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27504%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,504,/australia/federal/wa/canning,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,cowan,Cowan,Cowan,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27505%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,505,/australia/federal/wa/cowan,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,curtin,Curtin,Curtin,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27506%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,506,/australia/federal/wa/curtin,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,durack,Durack,Durack,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27507%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,507,/australia/federal/wa/durack,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,forrest,Forrest,Forrest,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27508%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,508,/australia/federal/wa/forrest,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,fremantle,Fremantle,Fremantle,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27509%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,509,/australia/federal/wa/fremantle,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,hasluck,Hasluck,Hasluck,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27510%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,510,/australia/federal/wa/hasluck,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,moore,Moore,Moore,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27511%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,511,/australia/federal/wa/moore,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,o-connor,O'Connor,O'Connor,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27512%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,512,/australia/federal/wa/o-connor,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,pearce,Pearce,Pearce,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27513%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,513,/australia/federal/wa/pearce,,,Federal Parliament,House of Representatives,,,,,
australia,Australia,federal,Federal Parliament,State or Territory,Federal Division,wa,Western Australia,Western Australia,https://geo.abs.gov.au/arcgis/rest/services/ASGS2021/STE/FeatureServer/1/query?where=state_code_2021%3D%275%27&outFields=state_code_2021%2Cstate_name_2021&returnGeometry=true&outSR=4326&f=geojson,STE,state_code_2021,5,perth,Perth,Perth,https://geo.abs.gov.au/arcgis/rest/services/ASGS2025/CED/MapServer/0/query?where=ced_code_2025%3D%27514%27&outFields=CED_CODE_2025%2CCED_NAME_2025&returnGeometry=true&outSR=4326&f=geojson,CED,ced_code_2025,514,/australia/federal/wa/perth,,,Federal Parliament,House of Representatives,,,,,
